IDSK,DATA,DIA,DIASEMANA,MES,NOMEMES,QUARTO,NOMEQUARTO,ANO,ESTACAOANO,FIMSEMANA,DATACOMPLETA
60616,1979-01-25,25,Quinta,01,Janeiro,1,Primeiro,1979,Verão,Não,19790125
60617,1979-01-26,26,Sexta,01,Janeiro,1,Primeiro,1979,Verão,Não,19790126
60618,1979-01-27,27,Sábado,01,Janeiro,1,Primeiro,1979,Verão,Sim,19790127
60619,1979-01-28,28,Domingo,01,Janeiro,1,Primeiro,1979,Verão,Sim,19790128
60620,1979-01-29,29,Segunda,01,Janeiro,1,Primeiro,1979,Verão,Não,19790129
60621,1979-01-30,30,Terça,01,Janeiro,1,Primeiro,1979,Verão,Não,19790130
60622,1979-01-31,31,Quarta,01,Janeiro,1,Primeiro,1979,Verão,Não,19790131
60623,1979-02-01,01,Quinta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790201
60624,1979-02-02,02,Sexta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790202
60625,1979-02-03,03,Sábado,02,Fevereiro,1,Primeiro,1979,Verão,Sim,19790203
60626,1979-02-04,04,Domingo,02,Fevereiro,1,Primeiro,1979,Verão,Sim,19790204
60627,1979-02-05,05,Segunda,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790205
60628,1979-02-06,06,Terça,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790206
60629,1979-02-07,07,Quarta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790207
60630,1979-02-08,08,Quinta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790208
60631,1979-02-09,09,Sexta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790209
60632,1979-02-10,10,Sábado,02,Fevereiro,1,Primeiro,1979,Verão,Sim,19790210
60633,1979-02-11,11,Domingo,02,Fevereiro,1,Primeiro,1979,Verão,Sim,19790211
60634,1979-02-12,12,Segunda,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790212
60635,1979-02-13,13,Terça,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790213
60636,1979-02-14,14,Quarta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790214
60637,1979-02-15,15,Quinta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790215
60638,1979-02-16,16,Sexta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790216
60639,1979-02-17,17,Sábado,02,Fevereiro,1,Primeiro,1979,Verão,Sim,19790217
60640,1979-02-18,18,Domingo,02,Fevereiro,1,Primeiro,1979,Verão,Sim,19790218
60641,1979-02-19,19,Segunda,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790219
60642,1979-02-20,20,Terça,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790220
60643,1979-02-21,21,Quarta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790221
60644,1979-02-22,22,Quinta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790222
60645,1979-02-23,23,Sexta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790223
60646,1979-02-24,24,Sábado,02,Fevereiro,1,Primeiro,1979,Verão,Sim,19790224
60647,1979-02-25,25,Domingo,02,Fevereiro,1,Primeiro,1979,Verão,Sim,19790225
60648,1979-02-26,26,Segunda,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790226
60649,1979-02-27,27,Terça,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790227
60650,1979-02-28,28,Quarta,02,Fevereiro,1,Primeiro,1979,Verão,Não,19790228
60651,1979-03-01,01,Quinta,03,Março,1,Primeiro,1979,Verão,Não,19790301
60652,1979-03-02,02,Sexta,03,Março,1,Primeiro,1979,Verão,Não,19790302
60653,1979-03-03,03,Sábado,03,Março,1,Primeiro,1979,Verão,Sim,19790303
60654,1979-03-04,04,Domingo,03,Março,1,Primeiro,1979,Verão,Sim,19790304
60655,1979-03-05,05,Segunda,03,Março,1,Primeiro,1979,Verão,Não,19790305
60656,1979-03-06,06,Terça,03,Março,1,Primeiro,1979,Verão,Não,19790306
60657,1979-03-07,07,Quarta,03,Março,1,Primeiro,1979,Verão,Não,19790307
60658,1979-03-08,08,Quinta,03,Março,1,Primeiro,1979,Verão,Não,19790308
60659,1979-03-09,09,Sexta,03,Março,1,Primeiro,1979,Verão,Não,19790309
60660,1979-03-10,10,Sábado,03,Março,1,Primeiro,1979,Verão,Sim,19790310
60661,1979-03-11,11,Domingo,03,Março,1,Primeiro,1979,Verão,Sim,19790311
60662,1979-03-12,12,Segunda,03,Março,1,Primeiro,1979,Verão,Não,19790312
60663,1979-03-13,13,Terça,03,Março,1,Primeiro,1979,Verão,Não,19790313
60664,1979-03-14,14,Quarta,03,Março,1,Primeiro,1979,Verão,Não,19790314
60665,1979-03-15,15,Quinta,03,Março,1,Primeiro,1979,Verão,Não,19790315
60666,1979-03-16,16,Sexta,03,Março,1,Primeiro,1979,Verão,Não,19790316
60667,1979-03-17,17,Sábado,03,Março,1,Primeiro,1979,Verão,Sim,19790317
60668,1979-03-18,18,Domingo,03,Março,1,Primeiro,1979,Verão,Sim,19790318
60669,1979-03-19,19,Segunda,03,Março,1,Primeiro,1979,Verão,Não,19790319
60670,1979-03-20,20,Terça,03,Março,1,Primeiro,1979,Verão,Não,19790320
60671,1979-03-21,21,Quarta,03,Março,1,Primeiro,1979,Outono,Não,19790321
60672,1979-03-22,22,Quinta,03,Março,1,Primeiro,1979,Outono,Não,19790322
60673,1979-03-23,23,Sexta,03,Março,1,Primeiro,1979,Outono,Não,19790323
60674,1979-03-24,24,Sábado,03,Março,1,Primeiro,1979,Outono,Sim,19790324
60675,1979-03-25,25,Domingo,03,Março,1,Primeiro,1979,Outono,Sim,19790325
60676,1979-03-26,26,Segunda,03,Março,1,Primeiro,1979,Outono,Não,19790326
60677,1979-03-27,27,Terça,03,Março,1,Primeiro,1979,Outono,Não,19790327
60678,1979-03-28,28,Quarta,03,Março,1,Primeiro,1979,Outono,Não,19790328
60679,1979-03-29,29,Quinta,03,Março,1,Primeiro,1979,Outono,Não,19790329
60680,1979-03-30,30,Sexta,03,Março,1,Primeiro,1979,Outono,Não,19790330
60681,1979-03-31,31,Sábado,03,Março,1,Primeiro,1979,Outono,Sim,19790331
60682,1979-04-01,01,Domingo,04,Abril,2,Segundo,1979,Outono,Sim,19790401
60683,1979-04-02,02,Segunda,04,Abril,2,Segundo,1979,Outono,Não,19790402
60684,1979-04-03,03,Terça,04,Abril,2,Segundo,1979,Outono,Não,19790403
60685,1979-04-04,04,Quarta,04,Abril,2,Segundo,1979,Outono,Não,19790404
60686,1979-04-05,05,Quinta,04,Abril,2,Segundo,1979,Outono,Não,19790405
60687,1979-04-06,06,Sexta,04,Abril,2,Segundo,1979,Outono,Não,19790406
60688,1979-04-07,07,Sábado,04,Abril,2,Segundo,1979,Outono,Sim,19790407
60689,1979-04-08,08,Domingo,04,Abril,2,Segundo,1979,Outono,Sim,19790408
60690,1979-04-09,09,Segunda,04,Abril,2,Segundo,1979,Outono,Não,19790409
60691,1979-04-10,10,Terça,04,Abril,2,Segundo,1979,Outono,Não,19790410
60692,1979-04-11,11,Quarta,04,Abril,2,Segundo,1979,Outono,Não,19790411
60693,1979-04-12,12,Quinta,04,Abril,2,Segundo,1979,Outono,Não,19790412
60694,1979-04-13,13,Sexta,04,Abril,2,Segundo,1979,Outono,Não,19790413
60695,1979-04-14,14,Sábado,04,Abril,2,Segundo,1979,Outono,Sim,19790414
60696,1979-04-15,15,Domingo,04,Abril,2,Segundo,1979,Outono,Sim,19790415
60697,1979-04-16,16,Segunda,04,Abril,2,Segundo,1979,Outono,Não,19790416
60698,1979-04-17,17,Terça,04,Abril,2,Segundo,1979,Outono,Não,19790417
60699,1979-04-18,18,Quarta,04,Abril,2,Segundo,1979,Outono,Não,19790418
60700,1979-04-19,19,Quinta,04,Abril,2,Segundo,1979,Outono,Não,19790419
60701,1979-04-20,20,Sexta,04,Abril,2,Segundo,1979,Outono,Não,19790420
60702,1979-04-21,21,Sábado,04,Abril,2,Segundo,1979,Outono,Sim,19790421
60703,1979-04-22,22,Domingo,04,Abril,2,Segundo,1979,Outono,Sim,19790422
60704,1979-04-23,23,Segunda,04,Abril,2,Segundo,1979,Outono,Não,19790423
60705,1979-04-24,24,Terça,04,Abril,2,Segundo,1979,Outono,Não,19790424
60706,1979-04-25,25,Quarta,04,Abril,2,Segundo,1979,Outono,Não,19790425
60707,1979-04-26,26,Quinta,04,Abril,2,Segundo,1979,Outono,Não,19790426
60708,1979-04-27,27,Sexta,04,Abril,2,Segundo,1979,Outono,Não,19790427
60709,1979-04-28,28,Sábado,04,Abril,2,Segundo,1979,Outono,Sim,19790428
60710,1979-04-29,29,Domingo,04,Abril,2,Segundo,1979,Outono,Sim,19790429
60711,1979-04-30,30,Segunda,04,Abril,2,Segundo,1979,Outono,Não,19790430
60712,1979-05-01,01,Terça,05,Maio,2,Segundo,1979,Outono,Não,19790501
60713,1979-05-02,02,Quarta,05,Maio,2,Segundo,1979,Outono,Não,19790502
60714,1979-05-03,03,Quinta,05,Maio,2,Segundo,1979,Outono,Não,19790503
60715,1979-05-04,04,Sexta,05,Maio,2,Segundo,1979,Outono,Não,19790504
60716,1979-05-05,05,Sábado,05,Maio,2,Segundo,1979,Outono,Sim,19790505
60717,1979-05-06,06,Domingo,05,Maio,2,Segundo,1979,Outono,Sim,19790506
60718,1979-05-07,07,Segunda,05,Maio,2,Segundo,1979,Outono,Não,19790507
60719,1979-05-08,08,Terça,05,Maio,2,Segundo,1979,Outono,Não,19790508
60720,1979-05-09,09,Quarta,05,Maio,2,Segundo,1979,Outono,Não,19790509
60721,1979-05-10,10,Quinta,05,Maio,2,Segundo,1979,Outono,Não,19790510
60722,1979-05-11,11,Sexta,05,Maio,2,Segundo,1979,Outono,Não,19790511
60723,1979-05-12,12,Sábado,05,Maio,2,Segundo,1979,Outono,Sim,19790512
60724,1979-05-13,13,Domingo,05,Maio,2,Segundo,1979,Outono,Sim,19790513
60725,1979-05-14,14,Segunda,05,Maio,2,Segundo,1979,Outono,Não,19790514
60726,1979-05-15,15,Terça,05,Maio,2,Segundo,1979,Outono,Não,19790515
60727,1979-05-16,16,Quarta,05,Maio,2,Segundo,1979,Outono,Não,19790516
60728,1979-05-17,17,Quinta,05,Maio,2,Segundo,1979,Outono,Não,19790517
60729,1979-05-18,18,Sexta,05,Maio,2,Segundo,1979,Outono,Não,19790518
60730,1979-05-19,19,Sábado,05,Maio,2,Segundo,1979,Outono,Sim,19790519
60731,1979-05-20,20,Domingo,05,Maio,2,Segundo,1979,Outono,Sim,19790520
60732,1979-05-21,21,Segunda,05,Maio,2,Segundo,1979,Outono,Não,19790521
60733,1979-05-22,22,Terça,05,Maio,2,Segundo,1979,Outono,Não,19790522
60734,1979-05-23,23,Quarta,05,Maio,2,Segundo,1979,Outono,Não,19790523
60735,1979-05-24,24,Quinta,05,Maio,2,Segundo,1979,Outono,Não,19790524
60736,1979-05-25,25,Sexta,05,Maio,2,Segundo,1979,Outono,Não,19790525
60737,1979-05-26,26,Sábado,05,Maio,2,Segundo,1979,Outono,Sim,19790526
60738,1979-05-27,27,Domingo,05,Maio,2,Segundo,1979,Outono,Sim,19790527
60739,1979-05-28,28,Segunda,05,Maio,2,Segundo,1979,Outono,Não,19790528
60740,1979-05-29,29,Terça,05,Maio,2,Segundo,1979,Outono,Não,19790529
60741,1979-05-30,30,Quarta,05,Maio,2,Segundo,1979,Outono,Não,19790530
60742,1979-05-31,31,Quinta,05,Maio,2,Segundo,1979,Outono,Não,19790531
60743,1979-06-01,01,Sexta,06,Junho,2,Segundo,1979,Outono,Não,19790601
60744,1979-06-02,02,Sábado,06,Junho,2,Segundo,1979,Outono,Sim,19790602
60745,1979-06-03,03,Domingo,06,Junho,2,Segundo,1979,Outono,Sim,19790603
60746,1979-06-04,04,Segunda,06,Junho,2,Segundo,1979,Outono,Não,19790604
60747,1979-06-05,05,Terça,06,Junho,2,Segundo,1979,Outono,Não,19790605
60748,1979-06-06,06,Quarta,06,Junho,2,Segundo,1979,Outono,Não,19790606
60749,1979-06-07,07,Quinta,06,Junho,2,Segundo,1979,Outono,Não,19790607
60750,1979-06-08,08,Sexta,06,Junho,2,Segundo,1979,Outono,Não,19790608
60751,1979-06-09,09,Sábado,06,Junho,2,Segundo,1979,Outono,Sim,19790609
60752,1979-06-10,10,Domingo,06,Junho,2,Segundo,1979,Outono,Sim,19790610
60753,1979-06-11,11,Segunda,06,Junho,2,Segundo,1979,Outono,Não,19790611
60754,1979-06-12,12,Terça,06,Junho,2,Segundo,1979,Outono,Não,19790612
60755,1979-06-13,13,Quarta,06,Junho,2,Segundo,1979,Outono,Não,19790613
60756,1979-06-14,14,Quinta,06,Junho,2,Segundo,1979,Outono,Não,19790614
60757,1979-06-15,15,Sexta,06,Junho,2,Segundo,1979,Outono,Não,19790615
60758,1979-06-16,16,Sábado,06,Junho,2,Segundo,1979,Outono,Sim,19790616
60759,1979-06-17,17,Domingo,06,Junho,2,Segundo,1979,Outono,Sim,19790617
60760,1979-06-18,18,Segunda,06,Junho,2,Segundo,1979,Outono,Não,19790618
60761,1979-06-19,19,Terça,06,Junho,2,Segundo,1979,Outono,Não,19790619
60762,1979-06-20,20,Quarta,06,Junho,2,Segundo,1979,Outono,Não,19790620
60763,1979-06-21,21,Quinta,06,Junho,2,Segundo,1979,Inverno,Não,19790621
60764,1979-06-22,22,Sexta,06,Junho,2,Segundo,1979,Inverno,Não,19790622
60765,1979-06-23,23,Sábado,06,Junho,2,Segundo,1979,Inverno,Sim,19790623
60766,1979-06-24,24,Domingo,06,Junho,2,Segundo,1979,Inverno,Sim,19790624
60767,1979-06-25,25,Segunda,06,Junho,2,Segundo,1979,Inverno,Não,19790625
60768,1979-06-26,26,Terça,06,Junho,2,Segundo,1979,Inverno,Não,19790626
60769,1979-06-27,27,Quarta,06,Junho,2,Segundo,1979,Inverno,Não,19790627
60770,1979-06-28,28,Quinta,06,Junho,2,Segundo,1979,Inverno,Não,19790628
60771,1979-06-29,29,Sexta,06,Junho,2,Segundo,1979,Inverno,Não,19790629
60772,1979-06-30,30,Sábado,06,Junho,2,Segundo,1979,Inverno,Sim,19790630
60773,1979-07-01,01,Domingo,07,Julho,3,Terceiro,1979,Inverno,Sim,19790701
60774,1979-07-02,02,Segunda,07,Julho,3,Terceiro,1979,Inverno,Não,19790702
60775,1979-07-03,03,Terça,07,Julho,3,Terceiro,1979,Inverno,Não,19790703
60776,1979-07-04,04,Quarta,07,Julho,3,Terceiro,1979,Inverno,Não,19790704
60777,1979-07-05,05,Quinta,07,Julho,3,Terceiro,1979,Inverno,Não,19790705
60778,1979-07-06,06,Sexta,07,Julho,3,Terceiro,1979,Inverno,Não,19790706
60779,1979-07-07,07,Sábado,07,Julho,3,Terceiro,1979,Inverno,Sim,19790707
60780,1979-07-08,08,Domingo,07,Julho,3,Terceiro,1979,Inverno,Sim,19790708
60781,1979-07-09,09,Segunda,07,Julho,3,Terceiro,1979,Inverno,Não,19790709
60782,1979-07-10,10,Terça,07,Julho,3,Terceiro,1979,Inverno,Não,19790710
60783,1979-07-11,11,Quarta,07,Julho,3,Terceiro,1979,Inverno,Não,19790711
60784,1979-07-12,12,Quinta,07,Julho,3,Terceiro,1979,Inverno,Não,19790712
60785,1979-07-13,13,Sexta,07,Julho,3,Terceiro,1979,Inverno,Não,19790713
60786,1979-07-14,14,Sábado,07,Julho,3,Terceiro,1979,Inverno,Sim,19790714
60787,1979-07-15,15,Domingo,07,Julho,3,Terceiro,1979,Inverno,Sim,19790715
60788,1979-07-16,16,Segunda,07,Julho,3,Terceiro,1979,Inverno,Não,19790716
60789,1979-07-17,17,Terça,07,Julho,3,Terceiro,1979,Inverno,Não,19790717
60790,1979-07-18,18,Quarta,07,Julho,3,Terceiro,1979,Inverno,Não,19790718
60791,1979-07-19,19,Quinta,07,Julho,3,Terceiro,1979,Inverno,Não,19790719
60792,1979-07-20,20,Sexta,07,Julho,3,Terceiro,1979,Inverno,Não,19790720
60793,1979-07-21,21,Sábado,07,Julho,3,Terceiro,1979,Inverno,Sim,19790721
60794,1979-07-22,22,Domingo,07,Julho,3,Terceiro,1979,Inverno,Sim,19790722
60795,1979-07-23,23,Segunda,07,Julho,3,Terceiro,1979,Inverno,Não,19790723
60796,1979-07-24,24,Terça,07,Julho,3,Terceiro,1979,Inverno,Não,19790724
60797,1979-07-25,25,Quarta,07,Julho,3,Terceiro,1979,Inverno,Não,19790725
60798,1979-07-26,26,Quinta,07,Julho,3,Terceiro,1979,Inverno,Não,19790726
60799,1979-07-27,27,Sexta,07,Julho,3,Terceiro,1979,Inverno,Não,19790727
60800,1979-07-28,28,Sábado,07,Julho,3,Terceiro,1979,Inverno,Sim,19790728
60801,1979-07-29,29,Domingo,07,Julho,3,Terceiro,1979,Inverno,Sim,19790729
60802,1979-07-30,30,Segunda,07,Julho,3,Terceiro,1979,Inverno,Não,19790730
60803,1979-07-31,31,Terça,07,Julho,3,Terceiro,1979,Inverno,Não,19790731
60804,1979-08-01,01,Quarta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790801
60805,1979-08-02,02,Quinta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790802
60806,1979-08-03,03,Sexta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790803
60807,1979-08-04,04,Sábado,08,Agosto,3,Terceiro,1979,Inverno,Sim,19790804
60808,1979-08-05,05,Domingo,08,Agosto,3,Terceiro,1979,Inverno,Sim,19790805
60809,1979-08-06,06,Segunda,08,Agosto,3,Terceiro,1979,Inverno,Não,19790806
60810,1979-08-07,07,Terça,08,Agosto,3,Terceiro,1979,Inverno,Não,19790807
60811,1979-08-08,08,Quarta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790808
60812,1979-08-09,09,Quinta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790809
60813,1979-08-10,10,Sexta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790810
60814,1979-08-11,11,Sábado,08,Agosto,3,Terceiro,1979,Inverno,Sim,19790811
60815,1979-08-12,12,Domingo,08,Agosto,3,Terceiro,1979,Inverno,Sim,19790812
60816,1979-08-13,13,Segunda,08,Agosto,3,Terceiro,1979,Inverno,Não,19790813
60817,1979-08-14,14,Terça,08,Agosto,3,Terceiro,1979,Inverno,Não,19790814
60818,1979-08-15,15,Quarta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790815
60819,1979-08-16,16,Quinta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790816
60820,1979-08-17,17,Sexta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790817
60821,1979-08-18,18,Sábado,08,Agosto,3,Terceiro,1979,Inverno,Sim,19790818
60822,1979-08-19,19,Domingo,08,Agosto,3,Terceiro,1979,Inverno,Sim,19790819
60823,1979-08-20,20,Segunda,08,Agosto,3,Terceiro,1979,Inverno,Não,19790820
60824,1979-08-21,21,Terça,08,Agosto,3,Terceiro,1979,Inverno,Não,19790821
60825,1979-08-22,22,Quarta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790822
60826,1979-08-23,23,Quinta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790823
60827,1979-08-24,24,Sexta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790824
60828,1979-08-25,25,Sábado,08,Agosto,3,Terceiro,1979,Inverno,Sim,19790825
60829,1979-08-26,26,Domingo,08,Agosto,3,Terceiro,1979,Inverno,Sim,19790826
60830,1979-08-27,27,Segunda,08,Agosto,3,Terceiro,1979,Inverno,Não,19790827
60831,1979-08-28,28,Terça,08,Agosto,3,Terceiro,1979,Inverno,Não,19790828
60832,1979-08-29,29,Quarta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790829
60833,1979-08-30,30,Quinta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790830
60834,1979-08-31,31,Sexta,08,Agosto,3,Terceiro,1979,Inverno,Não,19790831
60835,1979-09-01,01,Sábado,09,Setembro,3,Terceiro,1979,Inverno,Sim,19790901
60836,1979-09-02,02,Domingo,09,Setembro,3,Terceiro,1979,Inverno,Sim,19790902
60837,1979-09-03,03,Segunda,09,Setembro,3,Terceiro,1979,Inverno,Não,19790903
60838,1979-09-04,04,Terça,09,Setembro,3,Terceiro,1979,Inverno,Não,19790904
60839,1979-09-05,05,Quarta,09,Setembro,3,Terceiro,1979,Inverno,Não,19790905
60840,1979-09-06,06,Quinta,09,Setembro,3,Terceiro,1979,Inverno,Não,19790906
60841,1979-09-07,07,Sexta,09,Setembro,3,Terceiro,1979,Inverno,Não,19790907
60842,1979-09-08,08,Sábado,09,Setembro,3,Terceiro,1979,Inverno,Sim,19790908
60843,1979-09-09,09,Domingo,09,Setembro,3,Terceiro,1979,Inverno,Sim,19790909
60844,1979-09-10,10,Segunda,09,Setembro,3,Terceiro,1979,Inverno,Não,19790910
60845,1979-09-11,11,Terça,09,Setembro,3,Terceiro,1979,Inverno,Não,19790911
60846,1979-09-12,12,Quarta,09,Setembro,3,Terceiro,1979,Inverno,Não,19790912
60847,1979-09-13,13,Quinta,09,Setembro,3,Terceiro,1979,Inverno,Não,19790913
60848,1979-09-14,14,Sexta,09,Setembro,3,Terceiro,1979,Inverno,Não,19790914
60849,1979-09-15,15,Sábado,09,Setembro,3,Terceiro,1979,Inverno,Sim,19790915
60850,1979-09-16,16,Domingo,09,Setembro,3,Terceiro,1979,Inverno,Sim,19790916
60851,1979-09-17,17,Segunda,09,Setembro,3,Terceiro,1979,Inverno,Não,19790917
60852,1979-09-18,18,Terça,09,Setembro,3,Terceiro,1979,Inverno,Não,19790918
60853,1979-09-19,19,Quarta,09,Setembro,3,Terceiro,1979,Inverno,Não,19790919
60854,1979-09-20,20,Quinta,09,Setembro,3,Terceiro,1979,Inverno,Não,19790920
60855,1979-09-21,21,Sexta,09,Setembro,3,Terceiro,1979,Inverno,Não,19790921
60856,1979-09-22,22,Sábado,09,Setembro,3,Terceiro,1979,Inverno,Sim,19790922
60857,1979-09-23,23,Domingo,09,Setembro,3,Terceiro,1979,Primavera,Sim,19790923
60858,1979-09-24,24,Segunda,09,Setembro,3,Terceiro,1979,Primavera,Não,19790924
60859,1979-09-25,25,Terça,09,Setembro,3,Terceiro,1979,Primavera,Não,19790925
60860,1979-09-26,26,Quarta,09,Setembro,3,Terceiro,1979,Primavera,Não,19790926
60861,1979-09-27,27,Quinta,09,Setembro,3,Terceiro,1979,Primavera,Não,19790927
60862,1979-09-28,28,Sexta,09,Setembro,3,Terceiro,1979,Primavera,Não,19790928
60863,1979-09-29,29,Sábado,09,Setembro,3,Terceiro,1979,Primavera,Sim,19790929
60864,1979-09-30,30,Domingo,09,Setembro,3,Terceiro,1979,Primavera,Sim,19790930
60865,1979-10-01,01,Segunda,10,Outubro,4,Quarto,1979,Primavera,Não,19791001
60866,1979-10-02,02,Terça,10,Outubro,4,Quarto,1979,Primavera,Não,19791002
60867,1979-10-03,03,Quarta,10,Outubro,4,Quarto,1979,Primavera,Não,19791003
60868,1979-10-04,04,Quinta,10,Outubro,4,Quarto,1979,Primavera,Não,19791004
60869,1979-10-05,05,Sexta,10,Outubro,4,Quarto,1979,Primavera,Não,19791005
60870,1979-10-06,06,Sábado,10,Outubro,4,Quarto,1979,Primavera,Sim,19791006
60871,1979-10-07,07,Domingo,10,Outubro,4,Quarto,1979,Primavera,Sim,19791007
60872,1979-10-08,08,Segunda,10,Outubro,4,Quarto,1979,Primavera,Não,19791008
60873,1979-10-09,09,Terça,10,Outubro,4,Quarto,1979,Primavera,Não,19791009
60874,1979-10-10,10,Quarta,10,Outubro,4,Quarto,1979,Primavera,Não,19791010
60875,1979-10-11,11,Quinta,10,Outubro,4,Quarto,1979,Primavera,Não,19791011
60876,1979-10-12,12,Sexta,10,Outubro,4,Quarto,1979,Primavera,Não,19791012
60877,1979-10-13,13,Sábado,10,Outubro,4,Quarto,1979,Primavera,Sim,19791013
60878,1979-10-14,14,Domingo,10,Outubro,4,Quarto,1979,Primavera,Sim,19791014
60879,1979-10-15,15,Segunda,10,Outubro,4,Quarto,1979,Primavera,Não,19791015
60880,1979-10-16,16,Terça,10,Outubro,4,Quarto,1979,Primavera,Não,19791016
60881,1979-10-17,17,Quarta,10,Outubro,4,Quarto,1979,Primavera,Não,19791017
60882,1979-10-18,18,Quinta,10,Outubro,4,Quarto,1979,Primavera,Não,19791018
60883,1979-10-19,19,Sexta,10,Outubro,4,Quarto,1979,Primavera,Não,19791019
60884,1979-10-20,20,Sábado,10,Outubro,4,Quarto,1979,Primavera,Sim,19791020
60885,1979-10-21,21,Domingo,10,Outubro,4,Quarto,1979,Primavera,Sim,19791021
60886,1979-10-22,22,Segunda,10,Outubro,4,Quarto,1979,Primavera,Não,19791022
60887,1979-10-23,23,Terça,10,Outubro,4,Quarto,1979,Primavera,Não,19791023
60888,1979-10-24,24,Quarta,10,Outubro,4,Quarto,1979,Primavera,Não,19791024
60889,1979-10-25,25,Quinta,10,Outubro,4,Quarto,1979,Primavera,Não,19791025
60890,1979-10-26,26,Sexta,10,Outubro,4,Quarto,1979,Primavera,Não,19791026
60891,1979-10-27,27,Sábado,10,Outubro,4,Quarto,1979,Primavera,Sim,19791027
60892,1979-10-28,28,Domingo,10,Outubro,4,Quarto,1979,Primavera,Sim,19791028
60893,1979-10-29,29,Segunda,10,Outubro,4,Quarto,1979,Primavera,Não,19791029
60894,1979-10-30,30,Terça,10,Outubro,4,Quarto,1979,Primavera,Não,19791030
60895,1979-10-31,31,Quarta,10,Outubro,4,Quarto,1979,Primavera,Não,19791031
60896,1979-11-01,01,Quinta,11,Novembro,4,Quarto,1979,Primavera,Não,19791101
60897,1979-11-02,02,Sexta,11,Novembro,4,Quarto,1979,Primavera,Não,19791102
60898,1979-11-03,03,Sábado,11,Novembro,4,Quarto,1979,Primavera,Sim,19791103
60899,1979-11-04,04,Domingo,11,Novembro,4,Quarto,1979,Primavera,Sim,19791104
60900,1979-11-05,05,Segunda,11,Novembro,4,Quarto,1979,Primavera,Não,19791105
60901,1979-11-06,06,Terça,11,Novembro,4,Quarto,1979,Primavera,Não,19791106
60902,1979-11-07,07,Quarta,11,Novembro,4,Quarto,1979,Primavera,Não,19791107
60903,1979-11-08,08,Quinta,11,Novembro,4,Quarto,1979,Primavera,Não,19791108
60904,1979-11-09,09,Sexta,11,Novembro,4,Quarto,1979,Primavera,Não,19791109
60905,1979-11-10,10,Sábado,11,Novembro,4,Quarto,1979,Primavera,Sim,19791110
60906,1979-11-11,11,Domingo,11,Novembro,4,Quarto,1979,Primavera,Sim,19791111
60907,1979-11-12,12,Segunda,11,Novembro,4,Quarto,1979,Primavera,Não,19791112
60908,1979-11-13,13,Terça,11,Novembro,4,Quarto,1979,Primavera,Não,19791113
60909,1979-11-14,14,Quarta,11,Novembro,4,Quarto,1979,Primavera,Não,19791114
60910,1979-11-15,15,Quinta,11,Novembro,4,Quarto,1979,Primavera,Não,19791115
60911,1979-11-16,16,Sexta,11,Novembro,4,Quarto,1979,Primavera,Não,19791116
60912,1979-11-17,17,Sábado,11,Novembro,4,Quarto,1979,Primavera,Sim,19791117
60913,1979-11-18,18,Domingo,11,Novembro,4,Quarto,1979,Primavera,Sim,19791118
60914,1979-11-19,19,Segunda,11,Novembro,4,Quarto,1979,Primavera,Não,19791119
60915,1979-11-20,20,Terça,11,Novembro,4,Quarto,1979,Primavera,Não,19791120
60916,1979-11-21,21,Quarta,11,Novembro,4,Quarto,1979,Primavera,Não,19791121
60917,1979-11-22,22,Quinta,11,Novembro,4,Quarto,1979,Primavera,Não,19791122
60918,1979-11-23,23,Sexta,11,Novembro,4,Quarto,1979,Primavera,Não,19791123
60919,1979-11-24,24,Sábado,11,Novembro,4,Quarto,1979,Primavera,Sim,19791124
